cart_value,num_items,device,time_on_site,prev_purchase,country,payment_method,discount_applied,user_type,cart_abandon_yn
232.43,9,mobile,5.01,N,KR,bank_transfer,Y,registered,1
323.41,4,desktop,9.26,Y,KR,card,N,guest,0
164.43,7,tablet,6.87,N,JP,bank_transfer,N,guest,1
296.54,2,mobile,4.04,N,CN,bank_transfer,N,registered,0
21.58,1,desktop,12.39,N,Others,card,Y,registered,0
292.58,6,tablet,7.53,Y,US,paypal,N,guest,1
479.51,7,desktop,9.81,N,KR,paypal,N,guest,1
86.28,2,desktop,6.68,Y,Others,card,Y,registered,0
429.09,8,desktop,3.95,Y,KR,card,N,registered,0
201.39,4,tablet,8.13,N,Others,card,N,registered,0
140.04,6,desktop,6.55,N,JP,bank_transfer,N,registered,1
207.52,7,mobile,14.97,Y,Others,card,Y,guest,0
37.39,1,desktop,13.11,N,Others,card,N,guest,1
119.53,1,desktop,16.29,N,JP,paypal,N,guest,0
377.15,2,tablet,8.13,N,CN,bank_transfer,N,guest,1
410.19,9,mobile,4.95,Y,KR,bank_transfer,N,guest,1
425.06,9,tablet,5.26,N,US,paypal,N,guest,1
303.83,6,tablet,4.55,N,US,card,N,registered,0
397.0,6,mobile,5.36,Y,JP,bank_transfer,Y,registered,0
89.14,5,tablet,5.49,N,Others,bank_transfer,N,registered,0
220.76,2,tablet,10.15,N,JP,bank_transfer,N,registered,1
92.68,4,desktop,13.04,Y,KR,paypal,Y,registered,1
186.61,1,tablet,5.77,Y,CN,card,N,registered,1
262.29,8,mobile,8.72,N,US,paypal,N,registered,0
407.16,9,desktop,3.66,N,CN,paypal,N,guest,1
134.44,9,desktop,4.65,N,JP,paypal,N,guest,0
388.54,7,tablet,12.47,N,Others,bank_transfer,N,guest,1
469.92,8,mobile,8.25,Y,KR,card,Y,registered,0
,1,mobile,11.66,N,Others,card,Y,guest,0
158.09,1,desktop,3.01,Y,JP,paypal,N,guest,1
492.26,7,tablet,,N,JP,bank_transfer,Y,registered,0
32.16,1,mobile,5.35,N,Others,bank_transfer,N,guest,0
283.82,7,tablet,3.2,Y,JP,bank_transfer,N,registered,0
260.86,3,mobile,5.99,Y,JP,paypal,N,guest,0
174.81,4,mobile,6.18,N,US,card,Y,guest,0
,3,desktop,8.7,N,CN,paypal,Y,registered,0
232.01,4,desktop,15.31,Y,CN,bank_transfer,Y,guest,1
137.91,5,desktop,15.79,N,US,bank_transfer,N,registered,0
437.42,2,tablet,8.13,N,Others,paypal,Y,guest,1
265.21,3,mobile,7.26,N,CN,paypal,N,guest,0
418.35,3,desktop,3.85,Y,KR,bank_transfer,N,registered,1
,2,desktop,8.9,N,Others,card,N,guest,0
,6,desktop,8.56,Y,Others,card,Y,registered,0
430.07,5,tablet,7.49,N,CN,card,Y,guest,0
175.42,1,mobile,9.52,N,CN,bank_transfer,N,guest,0
440.22,3,mobile,7.43,Y,KR,bank_transfer,N,registered,0
125.38,8,mobile,8.27,N,KR,card,Y,guest,0
262.45,4,mobile,1.71,N,JP,paypal,N,registered,0
459.06,7,mobile,7.07,Y,KR,bank_transfer,N,guest,0
270.68,9,desktop,5.99,N,US,bank_transfer,N,registered,1
176.69,5,tablet,13.31,Y,CN,paypal,Y,guest,0
460.68,1,mobile,9.57,Y,KR,paypal,N,guest,1
450.33,4,desktop,7.87,N,US,card,N,registered,1
69.97,9,desktop,8.78,N,Others,card,N,guest,0
174.04,3,desktop,13.06,N,Others,paypal,N,guest,1
407.08,3,tablet,10.25,Y,US,bank_transfer,N,guest,0
113.48,8,tablet,10.26,N,Others,card,N,guest,0
235.24,8,desktop,7.43,N,JP,paypal,N,guest,0
,5,tablet,4.83,Y,Others,paypal,N,registered,0
432.34,2,mobile,15.17,N,CN,card,N,guest,1
409.18,5,desktop,10.54,N,JP,card,N,registered,0
,3,mobile,8.87,Y,CN,card,N,guest,0
156.03,5,mobile,10.63,Y,JP,card,N,guest,0
498.19,4,desktop,6.86,Y,JP,bank_transfer,Y,guest,1
494.32,1,tablet,,N,US,bank_transfer,Y,guest,0
256.45,4,desktop,8.95,N,JP,bank_transfer,N,registered,1
235.99,3,tablet,8.87,Y,JP,bank_transfer,N,registered,1
466.72,1,desktop,8.64,N,US,paypal,N,guest,1
446.47,7,tablet,11.27,Y,Others,bank_transfer,N,guest,0
498.07,5,tablet,6.2,N,CN,bank_transfer,Y,guest,0
,2,desktop,13.51,Y,JP,bank_transfer,Y,registered,1
133.28,5,desktop,10.72,Y,JP,paypal,Y,guest,1
437.01,7,desktop,11.26,N,Others,card,N,registered,0
47.24,5,mobile,13.28,N,Others,paypal,N,guest,0
326.12,8,desktop,9.81,N,KR,bank_transfer,N,registered,1
470.38,2,desktop,3.85,N,KR,paypal,N,registered,1
469.6,6,desktop,11.94,N,US,paypal,N,guest,0
446.29,8,desktop,6.08,Y,KR,paypal,N,guest,0
176.16,9,tablet,7.18,Y,CN,bank_transfer,N,registered,0
460.29,7,mobile,10.46,Y,KR,paypal,N,registered,0
345.76,5,desktop,8.09,Y,JP,paypal,N,guest,1
401.88,5,tablet,8.96,Y,KR,bank_transfer,N,guest,0
222.26,6,mobile,9.69,N,JP,bank_transfer,Y,guest,0
64.04,9,desktop,4.34,Y,KR,card,N,registered,0
173.63,1,mobile,7.26,N,US,card,Y,guest,1
223.93,1,tablet,7.75,N,CN,paypal,Y,registered,0
410.58,3,mobile,12.85,Y,CN,paypal,Y,registered,1
235.97,9,tablet,6.19,Y,US,paypal,Y,registered,1
257.19,4,desktop,12.03,Y,Others,bank_transfer,Y,guest,0
473.54,8,desktop,10.59,N,US,paypal,N,guest,0
432.29,5,desktop,7.46,Y,US,card,N,registered,0
371.76,1,tablet,6.52,N,CN,card,Y,registered,0
338.39,7,desktop,6.78,N,Others,card,N,guest,1
373.88,3,mobile,5.68,Y,US,bank_transfer,N,registered,0
286.26,2,tablet,7.86,Y,KR,paypal,N,registered,1
308.31,2,desktop,10.55,Y,KR,bank_transfer,Y,guest,0
268.62,1,tablet,10.02,N,US,bank_transfer,Y,registered,1
148.14,5,tablet,7.54,Y,KR,paypal,N,registered,0
57.64,2,tablet,8.36,N,KR,bank_transfer,N,guest,0
483.67,9,desktop,9.82,N,JP,card,Y,registered,0
225.71,3,desktop,4.59,N,US,bank_transfer,N,guest,1
438.03,4,mobile,8.75,N,US,card,N,guest,0
264.21,2,desktop,3.64,N,CN,paypal,Y,registered,0
129.56,5,tablet,7.26,N,Others,card,N,guest,0
376.78,4,mobile,3.5,N,JP,bank_transfer,Y,registered,0
493.0,6,tablet,6.22,Y,Others,bank_transfer,Y,registered,1
,2,tablet,6.44,Y,JP,paypal,N,guest,0
428.99,1,desktop,7.1,N,JP,paypal,Y,registered,0
485.68,8,tablet,11.15,N,JP,bank_transfer,N,guest,1
49.99,1,mobile,6.78,N,JP,paypal,N,registered,0
199.26,2,desktop,,Y,Others,paypal,N,guest,1
243.36,2,tablet,10.33,Y,JP,paypal,Y,registered,0
437.09,7,desktop,6.01,N,JP,card,Y,registered,1
239.49,8,mobile,8.27,N,JP,paypal,Y,guest,0
391.02,4,mobile,7.88,Y,Others,paypal,N,guest,0
392.49,7,mobile,,N,US,card,N,guest,0
82.66,8,desktop,7.98,Y,CN,card,N,registered,0
288.79,2,mobile,1.74,Y,CN,card,N,registered,0
231.2,8,tablet,9.0,N,Others,bank_transfer,N,guest,1
419.18,1,desktop,11.61,Y,CN,bank_transfer,N,guest,0
323.88,3,mobile,8.93,Y,KR,card,N,guest,1
52.49,9,mobile,8.44,N,US,bank_transfer,N,guest,1
289.9,1,desktop,3.63,N,Others,bank_transfer,N,guest,0
361.28,3,tablet,10.51,N,JP,paypal,N,registered,0
83.85,3,tablet,9.83,Y,Others,paypal,N,guest,0
329.41,8,desktop,11.66,N,Others,paypal,Y,registered,1
291.41,5,desktop,11.94,N,CN,paypal,Y,guest,0
327.79,2,desktop,6.38,N,KR,paypal,N,guest,0
298.69,3,tablet,7.48,N,JP,paypal,N,registered,0
294.38,7,desktop,12.24,N,Others,card,N,registered,0
343.42,9,desktop,3.18,N,US,paypal,N,registered,1
149.94,4,tablet,8.97,N,US,bank_transfer,N,guest,0
177.42,6,mobile,5.31,N,JP,paypal,N,registered,0
,1,mobile,5.58,N,US,bank_transfer,Y,guest,0
88.25,5,desktop,10.4,N,KR,paypal,Y,guest,0
398.34,3,desktop,7.72,Y,US,bank_transfer,N,registered,0
288.33,3,tablet,8.53,N,JP,paypal,N,guest,1
189.5,5,desktop,11.57,Y,US,card,Y,guest,0
193.24,1,mobile,11.3,N,CN,card,N,guest,0
32.08,8,desktop,9.45,N,Others,bank_transfer,N,registered,0
282.33,3,desktop,9.54,N,Others,bank_transfer,N,registered,1
466.17,4,desktop,10.73,N,Others,bank_transfer,N,guest,0
114.81,7,tablet,5.15,N,US,paypal,N,registered,0
312.5,5,tablet,3.68,N,KR,bank_transfer,Y,registered,0
177.81,4,desktop,7.92,N,US,paypal,N,guest,0
440.71,9,tablet,10.07,N,JP,card,N,registered,1
200.5,8,tablet,11.74,Y,US,paypal,Y,guest,1
91.55,1,desktop,8.25,N,US,card,N,registered,0
151.6,2,tablet,11.33,N,KR,card,N,guest,0
315.97,9,desktop,9.18,Y,CN,card,N,guest,0
159.96,3,desktop,3.99,N,CN,bank_transfer,N,registered,0
439.91,2,mobile,9.02,N,CN,card,Y,registered,1
438.52,7,mobile,11.53,N,CN,paypal,Y,guest,0
74.41,6,mobile,6.2,N,US,paypal,N,guest,0
291.63,8,mobile,9.3,N,JP,card,N,registered,0
341.34,7,tablet,6.8,N,CN,paypal,Y,registered,0
74.62,7,mobile,7.44,N,CN,bank_transfer,N,guest,0
63.0,4,tablet,7.18,N,JP,bank_transfer,N,guest,1
443.24,1,tablet,8.3,N,CN,paypal,N,guest,0
333.49,7,desktop,4.32,N,CN,bank_transfer,N,registered,0
403.17,6,mobile,10.84,Y,JP,card,N,registered,0
103.95,9,mobile,11.19,Y,CN,bank_transfer,N,guest,1
52.14,7,tablet,11.09,N,JP,paypal,Y,guest,1
187.49,5,mobile,5.24,N,KR,card,N,registered,0
158.12,5,desktop,9.97,Y,CN,paypal,N,registered,1
471.9,8,tablet,10.96,N,US,bank_transfer,N,guest,0
293.48,2,tablet,9.3,Y,US,bank_transfer,Y,guest,0
404.28,1,desktop,5.64,Y,KR,card,N,guest,0
221.69,5,desktop,6.49,Y,JP,bank_transfer,Y,guest,0
22.19,3,mobile,12.24,Y,CN,paypal,Y,registered,0
27.3,8,desktop,7.65,Y,Others,paypal,N,guest,1
94.46,5,tablet,5.87,Y,Others,bank_transfer,N,registered,0
447.37,3,desktop,5.67,N,US,card,N,registered,0
68.76,9,mobile,,N,KR,card,N,guest,0
158.45,3,mobile,9.73,N,Others,paypal,Y,guest,1
467.82,6,tablet,1.98,Y,JP,paypal,Y,registered,1
205.66,5,tablet,3.87,N,CN,bank_transfer,N,guest,0
297.63,9,desktop,3.37,N,US,bank_transfer,N,registered,0
221.66,5,mobile,10.03,N,KR,paypal,N,guest,0
199.87,5,tablet,4.87,N,KR,bank_transfer,Y,registered,0
438.65,2,mobile,2.39,Y,US,card,Y,guest,0
454.56,5,mobile,7.31,N,US,bank_transfer,N,guest,0
170.39,5,desktop,9.01,N,KR,bank_transfer,Y,guest,0
260.87,6,mobile,6.08,N,JP,card,Y,registered,0
482.19,7,desktop,6.25,N,Others,paypal,Y,registered,0
389.07,1,desktop,11.66,Y,KR,card,N,guest,0
347.16,6,tablet,12.37,Y,KR,bank_transfer,N,registered,1
124.83,1,desktop,,N,KR,card,Y,registered,0
137.79,2,tablet,6.6,N,CN,paypal,N,registered,0
304.64,3,mobile,,N,KR,paypal,Y,guest,0
366.0,8,mobile,8.36,N,KR,bank_transfer,N,registered,1
307.99,3,tablet,7.86,N,Others,paypal,N,registered,1
,6,desktop,11.3,N,CN,paypal,N,guest,1
334.24,7,desktop,3.85,N,CN,paypal,N,registered,0
185.05,5,desktop,8.37,N,CN,paypal,N,registered,0
481.87,3,tablet,8.33,N,Others,bank_transfer,N,guest,0
292.18,8,mobile,15.57,Y,US,bank_transfer,Y,guest,0
363.42,1,mobile,6.45,Y,KR,card,Y,guest,0
367.63,9,mobile,10.35,Y,Others,bank_transfer,N,registered,0
140.53,3,tablet,8.58,Y,CN,paypal,Y,guest,0
399.37,9,desktop,7.7,N,CN,paypal,N,registered,1
116.86,2,desktop,8.55,N,Others,card,Y,registered,1
245.87,6,mobile,13.33,N,CN,bank_transfer,N,guest,0
101.45,6,desktop,8.74,Y,US,paypal,N,guest,1
243.48,5,tablet,4.87,N,CN,bank_transfer,Y,guest,0
293.75,4,mobile,5.41,Y,CN,card,N,guest,0
424.66,1,tablet,12.02,N,JP,paypal,N,guest,0
293.5,7,mobile,7.93,N,KR,paypal,N,guest,0
432.67,3,mobile,10.51,N,KR,bank_transfer,Y,guest,1
222.83,6,tablet,5.23,Y,Others,paypal,N,registered,0
96.76,9,tablet,6.84,Y,JP,paypal,Y,guest,0
386.49,4,desktop,3.22,N,US,bank_transfer,N,registered,0
310.84,8,desktop,12.22,N,CN,paypal,N,guest,0
63.25,3,mobile,3.96,N,Others,paypal,Y,registered,0
218.55,3,mobile,9.9,Y,US,paypal,N,guest,0
202.06,6,tablet,5.63,N,CN,paypal,Y,registered,1
98.41,9,desktop,8.43,N,Others,card,Y,guest,1
286.19,7,mobile,8.63,N,US,card,Y,guest,0
100.32,2,mobile,6.68,N,JP,paypal,N,guest,0
227.05,2,tablet,6.72,Y,US,card,N,guest,1
337.29,4,desktop,6.61,Y,US,bank_transfer,N,registered,0
367.29,3,desktop,10.72,Y,KR,card,N,guest,0
347.87,3,tablet,12.44,N,JP,card,N,guest,0
468.19,3,mobile,1.65,Y,US,bank_transfer,N,registered,0
115.12,1,mobile,7.63,N,US,card,N,registered,1
193.23,6,tablet,6.12,N,Others,card,Y,guest,0
95.27,1,tablet,9.46,N,Others,card,Y,registered,0
479.4,9,mobile,9.52,N,JP,card,N,registered,0
279.61,2,tablet,8.85,N,US,card,Y,registered,0
327.43,7,desktop,11.86,N,US,bank_transfer,N,guest,0
,9,tablet,5.96,N,KR,card,Y,registered,0
23.93,9,mobile,7.36,N,JP,bank_transfer,N,guest,1
,6,tablet,14.27,N,KR,paypal,Y,registered,0
472.78,5,mobile,5.09,N,CN,bank_transfer,N,registered,1
473.18,9,desktop,13.39,N,CN,card,N,registered,0
182.57,9,tablet,11.15,N,KR,card,Y,guest,0
359.84,7,desktop,5.24,N,US,paypal,N,registered,0
333.03,3,tablet,7.31,N,US,bank_transfer,N,guest,0
301.19,1,desktop,8.89,Y,KR,card,N,registered,0
,9,mobile,8.17,N,US,paypal,N,registered,1
279.99,4,desktop,11.6,N,CN,paypal,N,guest,1
58.78,9,mobile,7.85,Y,US,bank_transfer,N,registered,1
224.8,2,mobile,5.19,N,KR,paypal,N,registered,0
481.76,4,desktop,9.82,N,Others,bank_transfer,N,registered,0
62.09,7,tablet,3.39,Y,Others,card,Y,registered,0
22.2,6,mobile,0.05,Y,Others,paypal,N,guest,0
238.23,6,tablet,8.17,N,US,paypal,N,guest,0
260.6,6,desktop,5.72,Y,Others,card,Y,guest,0
248.91,4,mobile,9.84,Y,KR,paypal,N,guest,0
376.81,5,tablet,6.39,N,KR,card,N,registered,0
303.75,7,tablet,5.49,N,Others,paypal,Y,guest,0
339.53,8,desktop,4.3,N,Others,bank_transfer,N,registered,0
338.97,3,tablet,8.7,N,Others,paypal,N,guest,1
275.95,8,tablet,9.55,Y,JP,paypal,N,registered,1
289.99,8,desktop,5.32,Y,JP,paypal,Y,guest,1
252.51,8,tablet,5.11,Y,JP,card,N,guest,0
159.61,9,tablet,9.47,Y,US,paypal,N,registered,0
265.21,9,desktop,9.82,N,Others,card,Y,registered,0
295.8,1,desktop,4.61,N,Others,card,Y,guest,0
52.28,3,tablet,11.72,N,CN,bank_transfer,Y,guest,0
,6,mobile,8.76,N,CN,bank_transfer,N,registered,0
157.06,5,desktop,7.46,N,CN,bank_transfer,N,registered,0
402.17,5,desktop,9.4,Y,US,bank_transfer,N,guest,1
473.56,6,desktop,5.06,N,Others,bank_transfer,N,guest,0
441.2,8,tablet,10.67,Y,US,paypal,N,guest,0
493.85,4,desktop,13.05,Y,Others,card,N,guest,0
92.14,9,tablet,3.99,N,JP,paypal,N,guest,0
151.57,7,mobile,4.86,Y,CN,bank_transfer,Y,registered,0
105.19,7,tablet,8.24,N,CN,card,N,guest,0
151.01,9,desktop,2.43,N,Others,paypal,Y,registered,1
449.48,6,tablet,,Y,Others,paypal,Y,registered,0
395.32,4,tablet,6.09,Y,CN,paypal,Y,guest,0
110.13,3,tablet,10.28,Y,Others,bank_transfer,Y,registered,1
495.53,6,tablet,14.45,N,JP,bank_transfer,Y,registered,1
362.1,4,mobile,,N,Others,card,Y,guest,0
44.32,5,tablet,6.17,N,Others,paypal,N,registered,0
449.93,4,desktop,3.74,N,JP,card,N,guest,1
363.01,1,desktop,12.36,Y,KR,card,N,guest,0
357.59,1,desktop,7.47,Y,KR,card,N,registered,0
271.86,6,tablet,5.97,Y,Others,paypal,Y,registered,1
214.73,5,mobile,4.27,N,CN,bank_transfer,Y,guest,0
334.22,6,desktop,5.31,N,CN,paypal,Y,registered,0
163.66,7,desktop,8.38,N,KR,paypal,N,guest,0
160.84,1,mobile,8.96,Y,CN,paypal,N,registered,0
144.64,6,desktop,9.9,Y,KR,card,N,guest,0
409.22,7,tablet,9.58,Y,Others,bank_transfer,N,guest,0
176.51,3,mobile,11.63,N,CN,paypal,Y,guest,0
367.1,8,mobile,9.78,Y,CN,bank_transfer,N,registered,0
208.25,2,desktop,6.38,Y,JP,bank_transfer,Y,registered,1
217.06,8,desktop,9.74,Y,US,paypal,Y,guest,0
232.19,1,tablet,10.73,Y,Others,card,Y,guest,0
148.98,3,desktop,3.31,N,CN,bank_transfer,N,guest,0
284.24,3,desktop,10.39,Y,JP,bank_transfer,N,guest,0
329.0,8,mobile,8.89,N,CN,card,N,registered,0
,8,mobile,6.53,N,CN,paypal,N,registered,1
50.33,9,mobile,7.07,N,KR,bank_transfer,N,registered,1
453.2,2,mobile,8.04,Y,CN,card,Y,guest,0
79.66,7,mobile,9.15,N,CN,paypal,N,guest,1
52.99,5,tablet,10.12,N,CN,card,Y,guest,0
296.94,7,mobile,6.13,Y,US,paypal,Y,registered,0
485.46,2,desktop,11.58,Y,JP,bank_transfer,N,guest,0
143.88,4,desktop,9.93,N,KR,bank_transfer,Y,guest,1
,2,mobile,8.1,N,KR,paypal,N,registered,1
181.22,3,tablet,8.78,N,Others,card,N,registered,0
360.6,6,desktop,4.84,Y,Others,paypal,N,registered,0
55.23,3,tablet,11.09,N,JP,bank_transfer,N,guest,0
157.89,4,tablet,11.75,N,CN,paypal,N,guest,1
442.68,4,desktop,,N,KR,paypal,Y,registered,0
235.43,5,tablet,10.05,N,JP,paypal,N,guest,1
474.12,8,desktop,11.98,N,KR,bank_transfer,N,guest,0
425.61,2,tablet,4.83,N,JP,bank_transfer,N,registered,0
114.46,5,desktop,6.58,N,US,bank_transfer,N,registered,1
296.3,9,desktop,9.5,N,US,paypal,Y,guest,1
38.4,9,mobile,11.1,Y,JP,paypal,N,registered,0
442.21,4,tablet,1.33,Y,Others,card,Y,registered,0
256.5,5,mobile,7.49,N,US,bank_transfer,Y,registered,1
486.54,7,mobile,6.76,Y,JP,paypal,Y,registered,0
209.31,7,tablet,4.49,N,CN,card,N,guest,0
220.62,1,desktop,,Y,JP,paypal,N,registered,0
82.1,2,mobile,7.15,Y,Others,paypal,Y,registered,0
331.3,9,desktop,-0.42,Y,KR,paypal,N,guest,1
328.45,1,mobile,8.76,N,Others,bank_transfer,N,guest,1
137.04,8,desktop,10.5,N,US,card,N,guest,0
,4,desktop,6.82,Y,US,card,Y,registered,0
136.75,9,desktop,6.21,N,JP,bank_transfer,N,guest,0
139.67,2,desktop,5.72,N,JP,bank_transfer,N,registered,0
