rate_math,rate_science,rate_english,rate_humanities,rate_art,tot_time,device,gender,age,resub_yn,comb_yn,othersub_yn,leave_yn
,0.766,0.597,0.011,0.212,24.0,pc,M,49,N,N,N,0
0.118,0.788,0.928,0.544,0.239,23.43,tablet,F,25,N,N,N,1
0.577,0.665,0.929,0.976,0.281,23.02,pc,F,22,N,N,N,1
0.274,0.26,0.342,0.369,0.411,23.47,mobile,M,35,Y,N,N,0
0.554,0.907,0.528,0.357,0.234,26.13,tablet,M,40,N,N,Y,0
0.651,0.671,0.212,0.344,0.02,23.64,mobile,F,48,N,N,N,0
0.83,0.56,0.996,0.521,0.879,32.08,pc,F,57,Y,N,Y,1
0.206,0.111,0.981,0.441,0.966,33.6,pc,F,32,Y,N,N,1
0.011,0.447,0.65,0.88,0.342,20.89,pc,F,57,Y,N,Y,1
0.137,0.46,0.804,0.506,0.339,42.71,pc,F,21,N,N,Y,1
0.9,0.865,0.715,0.508,0.007,20.2,pc,F,23,N,N,Y,0
0.874,0.547,0.593,0.138,0.68,13.82,tablet,M,27,N,N,Y,0
0.597,0.38,0.053,0.983,0.825,33.81,pc,F,36,N,N,Y,1
0.601,0.977,0.455,0.25,0.147,21.83,mobile,F,37,N,N,Y,1
0.665,0.111,0.675,0.073,0.16,33.21,tablet,M,27,Y,N,N,0
0.175,0.423,0.678,0.663,0.79,5.96,mobile,F,25,N,Y,N,0
0.914,0.042,0.373,0.595,0.616,43.92,pc,F,25,N,Y,Y,1
0.419,0.74,0.942,0.415,0.045,36.72,mobile,M,22,N,N,Y,0
0.383,0.918,0.167,0.422,0.623,15.0,tablet,F,38,N,N,N,0
0.519,0.28,0.5,0.785,0.309,15.21,tablet,M,18,N,N,Y,0
0.047,0.858,0.691,0.196,0.369,46.72,tablet,F,35,N,N,N,0
0.166,0.292,0.697,0.82,0.77,22.63,mobile,M,37,N,N,Y,0
0.738,0.911,0.649,0.649,0.811,21.66,tablet,M,50,N,N,N,1
0.083,0.754,0.275,0.419,0.4,7.34,mobile,M,22,Y,N,N,0
0.603,0.805,0.156,0.458,0.947,26.49,pc,F,45,N,N,N,0
0.245,0.018,0.636,0.257,0.406,27.72,pc,F,18,N,Y,N,0
0.389,0.963,0.599,0.752,0.772,37.15,mobile,M,56,Y,N,Y,1
0.289,0.727,0.179,0.513,0.484,16.01,tablet,M,23,Y,N,Y,1
0.356,0.305,0.705,0.321,0.898,14.8,mobile,F,21,Y,N,N,1
0.719,0.829,0.455,0.596,0.908,34.51,mobile,F,41,N,N,N,1
0.297,0.282,0.668,0.996,0.087,40.07,mobile,F,47,N,N,Y,0
0.566,0.873,0.837,0.435,0.936,14.29,pc,F,12,N,N,N,0
0.476,0.113,0.17,0.921,0.826,40.82,mobile,F,25,N,N,Y,0
0.664,0.704,0.019,0.345,0.791,30.38,pc,M,29,N,N,Y,0
0.937,0.541,0.779,0.055,0.201,40.92,mobile,F,41,N,N,N,1
0.733,0.097,0.61,0.204,0.805,29.3,pc,M,32,Y,Y,Y,0
,0.242,0.7,0.419,0.85,4.78,mobile,F,26,N,N,N,1
0.031,0.012,0.838,0.22,0.289,,mobile,M,25,N,N,Y,0
0.262,0.469,0.803,0.0,0.952,40.6,tablet,M,47,Y,N,Y,0
0.595,0.301,0.961,0.915,0.05,21.06,tablet,F,17,N,N,N,0
0.051,0.598,0.536,0.844,0.15,26.12,mobile,M,28,N,N,N,0
0.496,0.297,0.488,0.742,0.538,28.24,mobile,M,39,Y,N,Y,0
0.597,0.3,0.402,0.168,0.576,1.0,mobile,M,43,Y,N,Y,0
0.334,0.743,0.154,0.12,0.645,46.71,mobile,M,23,Y,N,Y,0
0.771,0.048,0.573,0.068,0.017,20.99,tablet,F,31,N,Y,Y,0
0.107,0.903,0.277,0.724,0.96,35.06,pc,M,53,N,Y,N,0
0.075,0.852,0.921,0.929,0.045,29.13,mobile,F,26,N,N,N,0
0.728,0.668,0.583,0.431,0.143,42.58,tablet,M,24,Y,N,Y,0
0.495,0.593,0.593,0.119,0.014,34.06,mobile,F,59,N,N,Y,0
0.688,0.892,0.355,0.512,0.567,27.65,mobile,F,57,N,Y,N,0
0.435,0.185,0.052,0.349,0.932,21.06,pc,F,41,Y,N,N,0
0.246,0.079,0.032,0.375,0.666,37.98,mobile,M,22,N,N,N,0
0.819,0.24,0.423,0.621,0.823,,mobile,F,30,N,N,N,0
0.799,,0.085,0.719,0.013,36.46,pc,F,58,N,N,Y,0
0.695,0.035,0.607,0.111,0.542,19.01,pc,M,49,Y,Y,Y,0
0.272,0.583,0.881,0.036,0.46,42.52,pc,F,42,Y,N,N,0
0.59,0.995,0.883,0.994,0.499,31.61,pc,M,36,N,Y,N,1
0.361,0.856,0.659,0.233,0.072,36.44,tablet,M,44,N,N,Y,0
0.092,0.521,0.211,0.054,0.684,30.82,tablet,F,25,N,N,Y,0
0.917,0.064,0.863,0.19,0.503,12.48,tablet,M,37,N,N,Y,1
0.137,0.831,0.886,0.039,0.765,21.39,mobile,M,43,N,N,N,0
0.95,0.599,0.197,0.392,0.485,36.72,pc,M,56,N,N,Y,1
0.446,0.115,0.737,0.802,0.149,31.67,pc,F,10,N,Y,Y,0
0.185,0.094,0.287,0.341,0.648,41.81,tablet,M,50,N,Y,N,0
0.542,0.91,0.803,0.444,0.172,34.03,mobile,M,57,N,N,Y,1
0.873,0.669,0.997,0.676,0.872,20.33,mobile,M,40,N,N,Y,0
0.732,0.829,0.03,0.509,0.613,22.04,mobile,F,45,N,Y,Y,0
0.807,0.879,0.897,0.861,0.157,31.03,tablet,M,53,N,N,Y,0
0.659,0.572,0.623,0.866,0.962,,mobile,F,42,N,N,Y,0
0.692,0.517,0.973,0.01,0.518,46.73,mobile,M,42,Y,N,N,0
0.849,0.43,0.465,0.778,0.073,34.42,mobile,F,48,N,N,N,0
0.25,0.317,0.847,0.461,0.627,42.27,pc,F,27,N,N,Y,1
0.489,0.435,0.062,0.989,0.253,14.19,tablet,F,32,N,N,Y,1
0.221,0.774,0.335,0.483,0.804,42.45,pc,M,32,N,Y,N,0
0.988,0.602,0.067,0.987,0.818,52.31,pc,M,24,N,N,Y,1
0.944,0.893,0.975,0.755,0.979,16.79,tablet,M,35,N,Y,Y,0
0.039,0.443,0.817,0.249,0.502,37.71,pc,F,39,N,Y,N,0
0.706,0.607,0.853,0.538,0.455,30.01,mobile,M,34,Y,N,Y,1
0.925,0.631,0.938,0.992,0.753,14.56,mobile,M,54,N,N,Y,1
0.181,0.592,0.085,0.858,0.132,34.93,mobile,F,25,N,N,Y,1
0.568,0.703,0.386,0.097,0.547,38.34,mobile,M,48,N,N,Y,0
,0.237,0.071,0.706,0.546,23.99,tablet,M,57,N,N,Y,0
0.034,0.512,0.211,0.346,0.089,41.66,pc,F,54,Y,N,Y,1
0.697,0.104,0.229,0.007,0.418,13.33,pc,F,23,N,N,Y,0
0.297,0.385,0.469,0.403,0.853,15.05,mobile,M,26,N,N,N,0
0.924,0.488,0.269,0.235,0.856,31.37,mobile,F,21,Y,Y,Y,0
0.971,0.652,0.101,0.819,0.099,30.25,pc,M,38,N,N,Y,1
0.944,0.951,0.167,0.337,0.091,22.83,tablet,M,41,N,N,N,0
0.474,0.601,0.147,0.828,0.263,38.1,pc,M,33,Y,N,N,0
0.862,,0.973,0.001,0.875,35.31,mobile,M,22,Y,N,Y,0
0.845,0.506,0.759,0.308,0.129,38.58,mobile,M,29,N,Y,Y,0
0.319,0.634,0.968,0.241,0.72,28.77,tablet,F,24,N,N,Y,1
0.829,0.071,0.44,0.234,0.101,36.03,pc,F,13,N,Y,N,0
0.037,0.254,0.278,0.068,0.623,25.54,tablet,M,43,N,N,Y,0
0.596,0.362,0.798,0.187,0.356,50.54,tablet,F,37,N,N,Y,0
0.23,0.472,0.326,0.556,0.789,21.87,mobile,F,59,N,N,Y,0
0.121,0.046,0.299,0.291,0.234,,pc,M,11,N,N,Y,0
0.077,0.14,0.233,0.417,0.639,30.35,mobile,F,56,N,Y,Y,0
0.696,0.277,0.13,0.377,0.236,16.24,pc,F,39,Y,N,Y,0
0.34,0.972,0.256,0.876,0.714,43.68,mobile,M,35,N,N,N,0
0.725,,0.355,0.905,0.874,31.26,mobile,M,56,N,N,N,1
0.065,0.482,0.674,0.493,0.127,38.51,pc,M,35,Y,N,Y,1
0.315,0.196,0.063,0.33,0.867,42.24,pc,M,29,N,N,Y,0
0.539,0.611,0.211,0.107,0.594,33.38,mobile,M,51,N,Y,Y,0
0.791,0.281,0.809,0.953,0.127,24.08,pc,M,37,N,N,Y,1
0.319,0.207,0.147,0.06,0.428,39.76,mobile,M,29,N,N,N,0
0.626,0.517,0.343,0.298,0.161,30.01,pc,F,20,N,N,N,0
0.886,0.006,0.865,0.298,0.7,36.86,mobile,M,19,N,N,Y,1
0.616,0.008,0.155,0.32,0.759,8.46,mobile,F,32,Y,N,Y,0
0.233,0.219,0.083,0.164,0.106,34.47,mobile,F,46,N,N,Y,0
0.024,0.037,0.485,0.783,0.506,23.61,tablet,M,50,N,N,N,0
0.87,0.108,0.302,0.122,0.815,46.53,pc,F,28,N,N,N,0
0.021,0.339,0.563,0.635,0.936,36.23,mobile,F,54,Y,N,N,1
,0.803,0.804,0.124,0.514,32.4,tablet,F,27,N,N,N,0
0.529,0.572,0.137,0.071,0.95,34.86,mobile,M,58,N,N,Y,0
0.939,0.513,0.581,0.909,0.536,20.02,tablet,F,36,N,N,N,1
0.799,0.293,0.506,0.19,0.394,46.23,mobile,F,15,N,N,N,1
0.998,0.932,0.144,0.821,0.848,49.91,mobile,M,19,N,N,N,0
0.351,0.397,0.624,0.545,0.493,33.93,tablet,F,11,N,N,Y,0
0.767,0.087,0.274,0.078,0.472,45.9,tablet,F,33,Y,N,N,0
0.402,0.617,0.488,0.955,0.49,24.31,pc,F,47,N,N,N,1
0.48,0.114,0.082,0.247,0.847,22.03,pc,F,37,Y,N,N,0
0.628,0.345,0.46,0.86,0.832,,tablet,F,37,N,N,N,0
0.874,0.507,0.306,0.169,0.404,34.35,pc,M,54,N,N,N,0
0.984,0.874,0.822,0.854,0.333,26.06,tablet,F,59,N,Y,N,0
0.768,0.494,0.057,0.013,0.492,35.38,pc,M,48,N,N,N,0
0.418,0.702,0.419,0.512,0.573,33.06,mobile,F,11,N,N,N,0
0.421,0.993,0.458,0.769,0.238,,pc,M,55,Y,N,Y,0
0.738,0.131,0.725,0.935,0.794,35.19,mobile,M,14,N,N,Y,0
0.239,,0.574,0.909,0.486,38.64,mobile,M,59,N,N,Y,0
0.11,0.395,0.667,0.82,0.334,31.71,pc,F,20,N,N,N,0
0.355,0.422,0.777,0.888,0.107,41.53,tablet,F,19,N,N,N,1
0.287,0.411,0.862,0.199,0.239,17.83,mobile,F,52,N,Y,N,1
0.296,0.908,0.314,0.284,0.949,34.68,mobile,F,11,N,Y,Y,0
0.234,0.714,0.538,0.289,0.305,18.3,pc,F,24,Y,N,Y,0
0.042,0.608,0.84,0.377,0.169,18.86,tablet,M,48,N,N,Y,0
0.018,0.309,0.989,0.393,0.461,23.69,tablet,M,50,N,N,Y,0
0.988,0.824,0.89,0.545,0.307,20.58,pc,M,46,Y,N,N,0
0.428,0.955,0.371,0.16,0.035,24.52,tablet,F,16,N,N,Y,0
0.384,0.821,0.195,0.691,0.323,27.86,pc,F,29,N,N,N,1
0.68,0.002,0.489,0.168,0.544,38.37,pc,M,43,N,N,N,0
0.218,0.636,0.742,0.31,0.552,26.79,pc,F,44,N,Y,Y,0
0.95,0.051,0.493,0.503,0.357,14.14,mobile,F,43,N,Y,N,0
0.786,0.258,0.483,0.796,0.447,41.4,mobile,M,31,Y,Y,Y,1
0.089,0.06,0.838,0.739,0.966,21.63,mobile,M,40,Y,N,Y,0
0.418,0.604,0.361,0.646,0.377,29.41,pc,F,32,N,N,N,1
0.879,0.687,0.86,0.156,0.258,34.47,mobile,F,28,Y,N,N,0
,0.114,0.407,0.547,0.243,32.0,mobile,M,13,N,N,Y,1
0.467,0.384,0.328,0.087,0.458,40.94,mobile,F,33,N,N,Y,1
0.613,0.456,0.454,0.377,0.76,34.79,pc,M,29,N,Y,Y,1
0.167,0.369,0.762,0.414,0.206,21.39,pc,M,48,N,N,Y,0
0.991,0.121,0.126,0.04,0.709,51.79,pc,M,37,N,N,N,0
0.232,0.419,0.196,0.274,0.021,31.94,mobile,F,48,N,N,N,0
0.943,0.751,0.951,0.956,0.419,28.53,tablet,M,26,N,N,Y,1
0.65,0.071,0.175,0.954,0.776,39.64,mobile,M,28,N,N,N,0
0.608,0.08,0.568,0.352,0.339,32.49,mobile,F,57,N,N,Y,0
0.513,0.355,0.579,0.043,0.564,33.99,pc,M,44,Y,N,Y,0
0.231,0.942,0.49,0.179,0.205,54.92,pc,F,41,N,N,N,0
0.177,0.669,0.645,0.392,0.742,27.25,mobile,F,56,N,Y,N,0
0.22,0.679,0.23,0.948,0.052,26.82,mobile,F,55,N,N,N,0
0.186,0.362,0.553,0.141,0.853,31.17,tablet,M,56,N,N,N,0
0.78,0.594,0.372,0.764,0.198,40.72,tablet,M,55,N,N,N,0
0.35,0.01,0.662,0.109,0.874,14.93,pc,F,48,N,N,Y,1
0.058,0.636,0.141,0.981,0.353,10.34,tablet,F,44,Y,N,N,1
0.969,0.913,0.571,0.382,0.723,24.13,tablet,F,39,N,N,N,1
0.884,0.613,0.185,0.775,0.319,13.66,pc,M,26,Y,Y,Y,0
0.928,0.874,0.279,0.343,0.906,25.75,tablet,F,51,N,N,N,1
0.995,0.724,0.219,0.628,0.127,35.02,mobile,F,56,N,N,Y,0
0.174,0.121,0.183,0.192,0.179,21.09,tablet,F,38,Y,N,Y,0
0.396,0.902,0.826,0.146,0.493,15.73,pc,M,15,Y,N,N,0
0.758,0.066,0.286,0.938,0.082,30.69,mobile,F,26,N,N,Y,0
0.696,0.534,0.927,0.918,0.196,38.63,tablet,M,26,Y,Y,N,0
0.154,,0.97,0.887,0.944,13.05,mobile,M,23,Y,Y,Y,1
0.816,0.012,0.571,0.625,0.976,38.2,mobile,F,33,N,N,N,0
0.224,0.422,0.143,0.808,0.376,38.17,tablet,F,59,N,N,Y,0
0.224,0.295,0.375,0.069,0.923,39.54,tablet,F,46,N,N,Y,0
0.537,0.486,0.798,0.335,0.545,42.18,pc,M,49,N,N,Y,0
0.593,0.577,0.367,0.314,0.27,52.02,pc,M,48,Y,N,N,0
0.58,0.044,0.087,0.636,0.702,26.44,mobile,M,41,N,N,N,0
0.091,0.123,0.557,0.356,0.659,31.1,pc,F,45,N,Y,N,1
0.877,0.559,0.845,0.149,0.989,25.84,mobile,M,59,N,N,Y,0
0.266,0.343,0.796,0.596,0.265,30.02,mobile,F,46,N,N,Y,0
0.13,0.729,0.175,0.814,0.672,45.33,pc,F,57,N,Y,Y,1
0.889,0.652,0.673,0.382,0.052,16.55,pc,F,23,N,N,N,1
0.956,0.846,0.221,0.132,0.114,21.39,pc,M,36,Y,N,Y,1
0.862,0.692,0.218,0.197,0.004,43.77,tablet,M,28,Y,N,N,0
0.81,0.43,0.874,0.237,0.999,40.2,mobile,M,40,N,N,N,0
,0.673,0.25,0.3,0.802,26.37,mobile,F,55,Y,Y,Y,0
,0.275,0.263,0.643,0.787,,mobile,M,18,N,N,Y,1
0.087,0.306,0.001,0.601,0.51,33.41,pc,M,47,N,N,N,1
0.408,0.789,0.871,0.696,0.3,45.0,pc,F,26,Y,N,Y,0
0.373,0.446,0.793,0.363,0.151,30.75,pc,F,28,N,N,Y,0
0.26,0.798,0.627,0.824,0.285,40.26,pc,M,53,Y,N,Y,1
0.723,0.822,0.75,0.204,0.376,56.42,pc,F,13,N,N,N,0
0.496,0.858,0.152,0.469,0.756,35.98,tablet,M,57,N,Y,N,0
0.081,0.917,0.458,0.801,0.54,30.49,pc,F,20,N,N,Y,0
0.22,0.431,0.351,0.18,0.077,37.22,mobile,F,31,N,N,Y,0
0.683,0.319,0.094,0.11,0.018,26.35,pc,M,13,Y,N,Y,1
0.076,0.582,0.486,0.884,0.102,53.88,mobile,F,26,N,N,N,0
0.851,0.371,0.921,0.343,0.41,31.8,pc,F,17,N,N,Y,0
0.495,0.601,0.04,0.684,0.933,27.27,pc,F,55,N,N,Y,0
0.481,0.706,0.291,0.025,0.637,21.64,mobile,M,43,N,N,N,0
0.592,0.688,0.208,0.69,0.802,40.97,mobile,F,20,N,N,N,0
0.825,0.375,0.238,0.316,0.466,38.67,mobile,F,40,N,N,N,0
0.348,0.167,0.908,0.056,0.362,25.03,mobile,M,20,N,N,N,0
0.678,0.431,0.468,0.61,0.108,35.76,tablet,M,47,Y,N,Y,0
0.566,0.143,0.466,0.241,0.876,14.91,mobile,F,30,N,Y,Y,1
0.267,0.89,0.761,0.387,0.783,31.85,pc,F,55,N,N,Y,0
0.879,0.346,0.154,0.081,0.168,34.53,pc,F,39,N,N,Y,0
0.797,0.154,0.487,0.147,0.512,47.07,tablet,M,19,Y,N,N,1
0.658,0.025,0.43,0.298,0.487,22.29,mobile,F,35,N,Y,N,0
0.851,0.646,0.597,0.09,0.625,17.22,pc,M,36,Y,N,N,1
0.867,0.637,1.0,0.911,0.946,21.05,tablet,M,17,N,N,Y,0
0.708,0.341,0.769,0.006,0.58,16.63,pc,F,48,N,N,N,1
0.837,0.072,0.398,0.484,0.54,,tablet,F,17,N,Y,N,1
0.697,0.41,0.828,0.123,0.05,45.49,tablet,M,17,N,N,Y,0
0.68,0.311,0.171,0.308,0.063,33.2,mobile,F,43,Y,N,N,1
0.619,0.677,0.03,0.926,0.187,42.21,tablet,F,25,Y,N,Y,1
0.753,0.606,0.204,0.162,0.032,31.34,pc,M,50,N,N,Y,0
0.159,0.365,0.34,0.966,0.743,29.05,pc,F,22,Y,N,N,0
0.881,0.218,0.511,0.206,0.723,26.67,mobile,M,32,N,Y,N,0
0.872,,0.615,0.742,0.136,26.9,mobile,F,21,Y,Y,Y,1
0.029,0.454,0.911,0.547,0.836,14.52,tablet,M,36,N,N,Y,0
0.826,0.688,0.51,0.884,0.155,,mobile,M,31,N,N,N,0
0.129,0.141,0.501,0.554,0.301,29.6,pc,F,41,N,N,N,0
0.335,,0.05,0.535,0.249,37.45,pc,M,58,N,N,N,0
0.744,0.028,0.035,0.195,0.372,30.94,mobile,M,36,N,N,Y,0
0.161,0.505,0.551,0.166,0.255,28.37,mobile,F,11,N,N,Y,0
0.818,0.964,0.438,0.916,0.489,21.29,mobile,F,54,N,Y,Y,1
0.832,0.384,0.839,0.328,0.407,30.72,tablet,F,42,N,Y,Y,0
0.507,0.039,0.161,0.372,0.987,37.38,tablet,M,35,N,N,Y,0
0.006,0.031,0.025,0.76,0.056,18.57,pc,M,37,N,N,Y,0
0.287,0.388,0.449,0.339,0.142,30.87,tablet,M,28,N,N,N,0
0.617,0.16,0.237,0.952,0.053,32.33,tablet,F,52,Y,N,Y,0
,0.023,0.05,0.738,0.626,22.82,tablet,M,14,N,N,N,0
0.632,0.756,0.725,0.597,0.055,24.12,tablet,M,42,N,N,Y,0
0.26,0.459,0.112,0.881,0.836,32.31,pc,F,29,Y,N,Y,0
0.634,0.289,0.608,0.05,0.512,18.67,mobile,M,39,Y,N,Y,0
0.54,0.9,0.281,0.257,0.527,33.5,pc,F,54,N,N,Y,0
0.78,0.116,0.173,0.465,0.562,21.05,tablet,F,17,N,Y,Y,1
0.107,0.956,0.38,0.227,0.171,40.63,mobile,F,47,N,N,N,0
0.761,0.314,0.801,0.744,0.198,53.38,mobile,M,26,N,N,N,1
0.541,0.888,0.392,0.919,0.319,21.39,mobile,M,53,N,N,Y,1
0.963,0.603,0.751,0.424,0.593,35.34,pc,M,10,N,N,Y,0
0.342,0.827,0.125,0.342,0.21,22.73,mobile,F,12,Y,N,N,1
0.633,0.984,0.773,0.962,0.116,40.41,pc,F,55,N,N,N,0
0.932,0.288,0.237,0.445,0.97,17.35,pc,F,35,Y,N,Y,0
0.103,0.961,0.677,0.489,0.022,34.81,tablet,M,40,Y,Y,N,0
0.937,,0.566,0.352,0.803,21.27,tablet,M,17,Y,N,N,1
0.688,0.386,0.929,0.91,0.788,27.93,mobile,M,52,N,N,N,0
0.068,0.34,0.387,0.569,0.297,19.69,mobile,M,55,Y,N,N,1
0.301,0.541,0.066,0.762,0.136,38.22,tablet,M,17,Y,Y,N,0
0.708,0.154,0.019,0.812,0.146,21.63,pc,F,44,N,N,N,1
0.067,0.554,0.827,0.342,0.697,35.52,pc,M,48,Y,Y,Y,0
0.582,0.542,0.525,0.434,0.643,26.56,tablet,F,37,N,Y,N,0
0.346,0.762,0.775,0.848,0.783,28.86,pc,F,13,N,N,N,0
0.621,0.834,0.234,0.363,0.937,31.48,tablet,M,25,N,Y,N,0
0.046,0.44,0.345,0.794,0.692,22.38,tablet,F,22,Y,Y,N,0
0.872,0.302,0.03,0.941,0.156,,mobile,M,29,Y,N,Y,1
0.973,0.259,0.961,0.623,0.243,45.3,mobile,M,14,N,Y,Y,0
0.969,0.195,0.668,0.742,0.842,22.22,tablet,F,46,Y,N,Y,1
0.75,,0.933,0.805,0.209,41.72,mobile,M,29,N,Y,Y,0
0.13,0.342,0.265,0.845,0.073,44.98,tablet,M,33,Y,N,Y,1
0.758,,0.611,0.395,0.703,21.84,pc,F,45,N,N,N,0
0.025,0.966,0.678,0.051,0.403,15.45,pc,F,43,N,N,Y,0
0.022,0.558,0.318,0.402,0.92,33.02,pc,F,54,N,N,N,1
0.324,0.347,0.848,0.674,0.65,24.53,pc,F,57,N,Y,N,0
0.489,0.58,0.947,0.45,0.09,48.69,tablet,F,43,N,Y,Y,0
0.77,0.139,0.885,0.749,0.948,30.35,pc,F,28,N,N,Y,0
0.683,0.444,0.739,0.357,0.259,21.98,pc,M,26,N,N,N,0
0.446,0.626,0.277,0.635,0.337,18.53,pc,M,14,N,N,N,0
0.274,0.489,0.282,0.186,0.402,40.9,pc,M,34,Y,N,N,1
0.997,0.402,0.963,0.749,0.051,24.29,tablet,F,27,Y,Y,N,0
0.426,0.994,0.01,0.546,0.497,30.44,pc,M,59,N,N,N,0
0.451,0.88,0.716,0.204,0.123,39.56,mobile,F,17,Y,N,N,0
0.164,0.623,0.706,0.292,0.401,25.16,mobile,M,36,N,N,N,0
0.795,0.569,0.623,0.749,0.351,29.54,mobile,F,24,Y,N,N,0
0.694,,0.99,0.483,0.773,29.83,mobile,M,54,N,N,N,1
0.221,0.201,0.312,0.216,0.803,36.83,mobile,F,22,Y,Y,Y,1
0.082,0.395,0.34,0.967,0.153,35.91,mobile,F,25,N,N,N,0
0.68,0.039,0.079,0.715,0.367,27.8,tablet,F,31,Y,N,Y,1
0.655,0.476,0.443,0.957,0.373,30.64,mobile,F,29,Y,N,N,0
0.273,0.543,0.261,0.427,0.151,26.28,pc,M,22,Y,N,Y,1
0.951,0.228,0.343,0.475,0.798,15.22,mobile,M,29,N,N,Y,0
0.151,0.964,0.835,0.898,0.707,32.58,tablet,F,11,Y,N,Y,0
0.432,0.909,0.935,0.525,0.19,48.92,mobile,F,44,N,N,Y,0
0.944,0.722,0.186,0.707,0.367,,pc,F,56,Y,N,Y,0
0.42,0.533,0.373,0.252,0.106,22.27,pc,M,28,Y,N,N,0
0.639,0.87,0.929,0.447,0.628,21.29,tablet,F,54,N,N,Y,0
0.398,0.131,0.062,0.123,0.121,37.25,tablet,F,46,N,N,Y,0
0.274,0.791,0.092,0.206,0.986,34.48,tablet,M,15,N,N,Y,0
0.984,0.125,0.163,0.001,0.781,28.41,tablet,F,23,N,N,N,0
0.409,0.794,0.595,0.039,0.39,20.82,mobile,F,13,N,N,Y,0
0.894,0.276,0.15,0.977,0.579,30.92,mobile,M,31,N,N,Y,0
0.23,0.877,0.968,0.242,0.911,14.35,pc,F,48,N,Y,Y,0
0.213,0.944,0.447,0.663,0.554,31.43,tablet,F,45,N,N,N,0
0.031,0.149,0.502,0.839,0.174,38.72,tablet,M,43,N,Y,Y,1
0.652,0.463,0.247,0.551,0.379,17.49,mobile,F,36,N,N,Y,1
0.369,0.981,0.471,0.153,0.843,14.67,tablet,M,16,N,N,Y,0
0.864,0.483,0.662,0.728,0.644,45.79,pc,F,12,Y,Y,N,0
0.473,0.864,0.751,0.6,0.651,23.88,pc,F,56,Y,Y,Y,0
0.968,0.589,0.754,0.731,0.867,,tablet,F,42,N,N,N,1
0.186,0.375,0.578,0.77,0.894,28.46,pc,F,11,N,N,Y,0
0.869,0.286,0.904,0.975,0.92,28.38,pc,F,51,N,Y,Y,0
0.777,0.203,0.817,0.574,0.095,34.38,mobile,M,25,Y,N,Y,0
0.771,0.762,0.757,0.342,0.544,21.16,pc,F,34,N,N,Y,0
0.845,0.387,0.056,0.648,0.741,31.32,tablet,F,24,Y,Y,Y,0
0.761,0.511,0.007,0.068,0.757,26.19,tablet,M,33,N,N,Y,0
0.626,0.492,0.212,0.897,0.607,16.8,pc,M,24,Y,N,Y,0
0.131,0.577,0.664,0.119,0.167,33.37,tablet,F,40,N,N,N,0
0.033,0.866,0.411,0.328,0.797,27.37,mobile,M,23,N,N,N,0
0.921,0.981,0.402,0.816,0.72,,pc,F,23,Y,N,Y,0
0.617,0.408,0.885,0.597,0.086,17.9,pc,M,15,N,N,N,0
